docs/2026-07-22/lfm25_serving_autotuning_plateau.md	LFM2.5 Serving-Knob Autotuning: A Clean Plateau Study (no warm start)	Date: 2026-07-22 · Author: Jialiang
docs/2026-07-22/ncu_real_regime_both_stages_roofline.md	NCU roofline — real decode-heavy & prefill-heavy regimes, both-stage hot kernels	NCU (CUDA graph disabled → single-kernel capture), get the roofline of the hot
docs/2026-07-22/ncu_roofline_fused_moe_analysis.md	NCU roofline analysis — fused_moe kernel, decode (memory-bound) vs prefill (compute-bound)	Qwen3-30B-A3B (E=128, shard_intermediate N=1536, hidden H=2048, topk=8, bf16).
docs/2026-07-22/prefill_vs_decode_bottleneck_report.md	Prefill vs. Decode Bottleneck Analysis — Regimes, Method, and Results	Model / 模型: Qwen3-30B-A3B (bf16) · HW / 硬件: H200 · Engine / 引擎: sglang (Triton fused MoE)
docs/2026-07-23/high_concurrency_ttft_workload_audit.md	High-concurrency TTFT rerun — recovered workload audit	streaming `/generate` client (`scripts/v51_stream_bench.py`) that:
docs/2026-07-23/serving_tuning_slide_verified_data.md	Serving-level tuning slide — verified data & source audit	用户记忆中的 "Qwen 长输入 8K/16K/32K/50K ≈ 1.36/1.55/1.47/2.21×" 实际上是 LFM2.5-8B-A1B 的数据，不是 Qwen。
docs/2026-07-24/qwen_serving_ceiling_methodology.md	Qwen + LFM2.5 serving-ceiling campaign — methodology	Campaign: `results/2026-07-24_serving_ceiling/`
docs/2026-07-24/qwen_serving_ceiling_results.md	Qwen + LFM2.5 serving-ceiling campaign — results	Date: 2026-07-25 · Campaign: `results/2026-07-24_serving_ceiling/`
docs/2026-07-24/qwen_serving_ceiling_slide_claims.md	Slide claims — provenance and limits	
docs/2026-07-24/serving_tuning_data_audit.md	Serving-Tuning Data Audit (Phase 0)	Date: 2026-07-24 · Repo commit at audit time: `915f636`
docs/2026-07-26/alternative_objective_validation_audit.md	Alternative-objective validation audit (Phases 1–3)	Date: 2026-07-26
docs/2026-07-26/alternative_serving_objectives.md	Does the serving objective change which configuration wins?	Date: 2026-07-26
docs/2026-07-26/regime_kernel_experiment_plan.md	Regime-aware Kernel Specialization — experiment plan	Scope: 1–2 weeks, single H200, no new CUDA kernels, no serving-runtime
docs/2026-07-26/regime_kernel_status.md	Regime-aware Kernel Specialization — repository status (Step 1–2)	Date: 2026-07-26 · read-only audit, no experiments run yet.
docs/2026-07-27/LFM_KERNEL_OPTIMIZATION_FULL_REPORT.md	LFM2.5 / SGLang 内核优化全纪录（2026-07-26 ~ 07-27）	作者：本轮会话 · 仓库：`gujialiang123/end2end-optimization` @ `main`
docs/2026-07-27/lfm_fusion_results.md	LFM2.5 kernel-fusion gaps — audit, patch and end-to-end result	Date: 2026-07-27 · Model: LFM2.5-8B-A1B · Control: Qwen3-30B-A3B
docs/2026-07-27/regime_kernel_results.md	Regime-aware Kernel Specialization — results	Date: 2026-07-26 · Status and plan: `docs/2026-07-26/regime_kernel_status.md`,
docs/2026-07-28/PR_DRAFT_gemma3_rmsnorm_v1_superseded.md	PR 草稿 — `fix(gemma3): dispatch Gemma3RMSNorm to the fused CUDA kernel`	作废（superseded）。 上游 #32383 已经落地了本文所主张收益的一部分（2-D 与 residual 融合），
docs/2026-07-28/PR_DRAFT_gemma3_rmsnorm_v2.md	PR 草稿 v2 — `fix(gemma3): fuse high-rank RMSNorm and harden mixed-dtype weights`	目标仓库：`sgl-project/sglang` · PR：https://github.com/sgl-project/sglang/pull/32670（draft）
docs/2026-07-28/PR_DRAFT_lfm25_h200_moe_config.md	PR 草稿 — LFM2.5 的 H200 MoE tuned config（补 #22791 漏掉的那块）	目标仓库：`sgl-project/sglang` · 状态：✅ 已开 draft → https://github.com/sgl-project/sglang/pull/32687
docs/2026-07-28/cross_architecture_audit.md	跨架构 fusion 空缺审计 —— 我的假设被自己的数据推翻了，修正后的结论更有用	日期：2026-07-27 · 硬件：1× H200 · BF16 · sglang 0.5.12.post1 @ `17f7a1da1`
docs/2026-07-28/four_kernel_cases_comparison.md	四个 kernel 级案例的对照报告：调 config vs 重写 vs 补融合 vs 接线	日期：2026-07-28 · 硬件：H200 · bf16 · 所有数字均为本项目实测，非上游自称
docs/2026-07-28/three_fusion_cases.md	Kernel fusion 案例全集 —— 改了什么、为什么被漏掉、拿到多少（含未兑现的）	日期：2026-07-27 ~ 28 · 硬件：1× NVIDIA H200 · BF16
docs/2026-07-29/RETRACTION_triton36_baseline_contamination.md	撤回：Triton 3.6 的实验因基线污染而无效	日期：2026-07-29 · 状态：⚠️ 本文撤回 `triton_36_retune_findings.md` 的主要结论
docs/2026-07-29/triton_36_retune_findings.md	Triton 3.6 重扫：编译器升级吃掉了我们 tuning 的全部收益	本文的主要结论无效。 在 Triton 3.6 上测的"默认基线"，实际加载的是我自己 tune 的那个
docs/2026-07-30/fusion_discovery_walkthrough.md	融合机会的发现—验证—尝试全流程（结合模型运行流程讲）	日期：2026-07-30
docs/2026-07-30/fx_vs_profiling_for_fusion_discovery.md	FX graph 还是 profiling？—— 给 agent 设计融合机会发现流程	⚠️ 一处分类错误已纠正（同日）。 本文 §1 的对照表把 LFM2.5 的 MoE config（+23.3%）
docs/2026-07-30/sglang_model_onboarding_and_backend_dispatch.md	SGLang 如何接入模型、如何选 backend —— 以及和 torch.compile/FX 体系的接口在哪	日期：2026-07-30
docs/2026-07-31/FINAL_PROJECT_portable_fusion_discovery.md	Final project：可迁移的 kernel fusion 自动发现	日期：2026-07-31 · 硬件：H200 ×2（GPU 4/6）
docs/2026-07-31/fx_based_fusion_discovery_results.md	用 torch.compile / FX 自动发现 kernel fusion 机会 —— 实验结果	日期：2026-07-31（GPU 4/6）
docs/2026-07-31/gemma3_fused_qknorm_rope_full_record.md	Gemma-3 fused QK-norm + RoPE：从发现到验证的完整实验记录	日期：2026-07-31 · 硬件：H200（GPU 0–3） · 基线 commit：sglang `89f4a80c1f`（当天 main）
docs/2026-07-31/two_fusion_cases_full_record.md	两个 kernel fusion case 的完整记录：怎么发现的、怎么验证的、以及什么能自动化	日期：2026-07-31 · 硬件：H200（GPU 4） · 代码基线：sglang main @ `08af5aea57` 之后
docs/2026-08-02/free_exploration_vs_agent_loop.md	自由探索 vs Agent loop：同一个问题，两种模式的实测对比	日期：2026-08-02 · 硬件：H200（GPU 0–3） · 基线：sglang `89f4a80c1f`
docs/2026-08-03/HANDOFF_fill_ablation_matrix.md	交接：补全 LFM2.5 消融矩阵的空格	写于：2026-08-03 23:45 · 更新：2026-08-04 00:45
docs/2026-08-03/HANDOFF_kernel_fusion_agent_loop.md	交接文档：kernel fusion gap 的自由探索 → agent loop 化	写于：2026-08-03 · 用途：上下文过长，换窗口继续
docs/2026-08-03/HANDOFF_lfm25_layered_experiment.md	交接：LFM2.5 分层实验（autotuning ceiling vs kernel rewrite）	写于：2026-08-03 · 原因：上下文过长，换窗口继续
docs/2026-08-03/LFM25_FINAL_CASE_full_record.md	LFM2.5-8B-A1B 端到端优化全记录 —— 候选 final case	写于：2026-08-03
docs/2026-08-03/LFM25_ablation_matrix_EN.md	LFM2.5-8B-A1B — Optimization Ablation Matrix	Model LFM2.5-8B-A1B · Hardware 1×H200 · Precision BF16 · TP 1
docs/2026-08-03/deliverables_vs_mentor_requirements.md	交付物梳理：mentor 要什么，我们有什么，哪些扣得上	日期：2026-08-03
docs/2026-08-03/evidence_chain_how_gaps_were_found.md	证据链：这几个 kernel fusion 机会到底是怎么被找到的	日期：2026-08-03
docs/2026-08-03/exp3_kernel_on_tuned_baseline.md	实验 3：把 kernel 增量重测在装了 tuned MoE config 的干净基线上	日期：2026-08-03 · GPU：H200 #4 · 模型：LFM2.5-8B-A1B (TP1, bf16)
docs/2026-08-03/serving_ceiling_is_regime_specific.md	regime C 的 autotuning ceiling 不是 cookbook —— 以及这对交付叙事意味着什么	日期：2026-08-03 · 性质：既有数据的重新解读 + 一个新的验证实验
docs/2026-08-04/METHODOLOGY_three_layer_optimization.md	三级优化方法论：在新模型上复现 LFM2.5 结果的操作手册	日期：2026-08-04
docs/2026-08-04/ablation_matrix_complete.md	补全 LFM2.5 消融矩阵：6 regime × 8 列，48 格全测	日期：2026-08-04（03:00–03:45 完成最后一批）· GPU：H200 #3 和 #4 并行
docs/2026-08-04/agent_workflow_evidence_chain.md	Agent 工作流证据链：LFM2.5 的 kernel 机会是怎么被找到、验证、修好的	日期：2026-08-04
docs/2026-08-04/pipeline_replication_olmo2_falconh1.md	在 OLMo-2 和 Falcon-H1 上复现整套发现流程	日期：2026-08-04 · GPU：H200 #1/#3/#4 · 对照组：Qwen3-30B
docs/2026-08-05/kernel_level_opportunities.md	kernel 级机会搜索：OLMo-2 与 Falcon-H1	日期：2026-08-05 · GPU：H200 #0–3 · 对照组：Qwen3-30B
docs/2026-08-07/REAL_WORKLOAD_EXTERNAL_VALIDITY.md	真实 workload 上 L3 的外部有效性：负载扫描 + 数据集扩展	日期：2026-08-07 · 模型：LFM2.5-8B-A1B · GPU：H200 #3/#4
docs/2026-08-10/RT_L2L3_ablation.md	新真实/agentic workload 上的 L2 / L3 / L2+L3 消融	日期：2026-08-10（夜间，02:40 收尾）· 模型：LFM2.5-8B-A1B · TP1 · bf16
